2024-03-03 17:46:13,754 INFO    MainThread:6265 [wandb_setup.py:_flush():76] Current SDK version is 0.16.3
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_setup.py:_flush():76] Configure stats pid to 6265
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_setup.py:_flush():76] Loading settings from /Users/jeonseung-u/.config/wandb/settings
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_setup.py:_flush():76] Loading settings from /Users/jeonseung-u/Desktop/workspace/wandb/settings
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'tensor.py', 'program_abspath': '/Users/jeonseung-u/Desktop/workspace/tensor.py', 'program': '/Users/jeonseung-u/Desktop/workspace/tensor.py'}
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_init.py:_log_setup():526] Logging user logs to /Users/jeonseung-u/Desktop/workspace/wandb/run-20240303_174613-44ugdtto/logs/debug.log
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_init.py:_log_setup():527] Logging internal logs to /Users/jeonseung-u/Desktop/workspace/wandb/run-20240303_174613-44ugdtto/logs/debug-internal.log
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_init.py:init():566] calling init triggers
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_init.py:init():573] wandb.init called with sweep_config: {}
config: {'learning_rate': 0.02, 'architecture': 'CNN', 'dataset': 'CIFAR-100', 'epochs': 10}
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_init.py:init():616] starting backend
2024-03-03 17:46:13,755 INFO    MainThread:6265 [wandb_init.py:init():620] setting up manager
2024-03-03 17:46:13,756 INFO    MainThread:6265 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn,fork,forkserver, using: spawn
2024-03-03 17:46:13,758 INFO    MainThread:6265 [wandb_init.py:init():628] backend started and connected
2024-03-03 17:46:13,760 INFO    MainThread:6265 [wandb_init.py:init():720] updated telemetry
2024-03-03 17:46:13,761 INFO    MainThread:6265 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-03-03 17:46:14,421 INFO    MainThread:6265 [wandb_run.py:_on_init():2262] communicating current version
2024-03-03 17:46:14,653 INFO    MainThread:6265 [wandb_run.py:_on_init():2271] got version response 
2024-03-03 17:46:14,653 INFO    MainThread:6265 [wandb_init.py:init():804] starting run threads in backend
2024-03-03 17:46:14,678 INFO    MainThread:6265 [wandb_run.py:_console_start():2241] atexit reg
2024-03-03 17:46:14,678 INFO    MainThread:6265 [wandb_run.py:_redirect():2096] redirect: wrap_raw
2024-03-03 17:46:14,679 INFO    MainThread:6265 [wandb_run.py:_redirect():2161] Wrapping output streams.
2024-03-03 17:46:14,679 INFO    MainThread:6265 [wandb_run.py:_redirect():2186] Redirects installed.
2024-03-03 17:46:14,679 INFO    MainThread:6265 [wandb_init.py:init():847] run started, returning control to user process
2024-03-03 17:46:14,679 INFO    MainThread:6265 [wandb_run.py:_finish():1970] finishing run seungstudy/my-awesome-project/44ugdtto
2024-03-03 17:46:14,679 INFO    MainThread:6265 [wandb_run.py:_atexit_cleanup():2210] got exitcode: 0
2024-03-03 17:46:14,679 INFO    MainThread:6265 [wandb_run.py:_restore():2193] restore
2024-03-03 17:46:14,679 INFO    MainThread:6265 [wandb_run.py:_restore():2199] restore done
2024-03-03 17:46:20,665 INFO    MainThread:6265 [wandb_run.py:_footer_history_summary_info():3866] rendering history
2024-03-03 17:46:20,665 INFO    MainThread:6265 [wandb_run.py:_footer_history_summary_info():3898] rendering summary
2024-03-03 17:46:20,667 INFO    MainThread:6265 [wandb_run.py:_footer_sync_info():3825] logging synced files
